id,block,trial,set_size,stim,iteration,correct_resp,resp,correct,rt,reward
1,7,42,6,5,8,1,1,1,0.553707144921646,1
1,7,43,6,0,7,2,2,1,0.496882335981354,1
1,7,44,6,2,8,0,0,1,0.554488487076014,1
1,7,45,6,3,7,0,0,1,0.489526865072548,1
1,7,46,6,2,9,0,0,1,0.57140701613389,1
1,7,47,6,0,8,2,2,1,0.482485397951677,1
1,7,48,6,1,8,2,2,1,0.444715942023322,1
1,7,49,6,1,9,2,2,1,0.376923974137753,1
1,7,50,6,3,8,0,0,1,0.471848414978012,1
1,7,51,6,4,9,1,1,1,0.506955858087167,1
1,7,52,6,3,9,0,0,1,0.427564695943147,1
1,7,53,6,5,9,1,1,1,0.513364328071475,1
1,7,54,6,0,9,2,2,1,0.441661054966971,1
1,7,55,6,3,10,0,0,1,0.462179336929694,1
1,7,56,6,2,10,0,0,1,0.872493166010827,1
1,7,57,6,1,10,2,2,1,0.427422437118366,1
1,7,58,6,4,10,1,1,1,0.431852779118344,1
1,7,59,6,0,10,2,2,1,0.428110521053895,1
1,7,60,6,1,11,2,2,1,0.449584599817172,1
1,7,61,6,5,10,1,1,1,0.444604858057573,1
1,7,62,6,2,11,0,0,1,0.697326835943386,1
1,7,63,6,5,11,1,1,1,0.514742633793503,1
1,7,64,6,3,11,0,0,1,0.507477163802832,1
1,7,65,6,4,11,1,1,1,0.508764351019636,1
1,7,66,6,4,12,1,1,1,0.421681387117133,1
1,7,67,6,5,12,1,1,1,0.483217220054939,1
1,7,68,6,0,11,2,2,1,0.492860984988511,1
1,7,69,6,3,12,0,0,1,0.559156354982406,1
1,7,70,6,0,12,2,2,1,0.798784621059895,1
1,7,71,6,1,12,2,2,1,0.499770069960505,1
1,7,72,6,2,12,0,0,1,0.525998743949458,1
1,7,73,6,0,13,2,2,1,0.470373225165531,1
1,7,74,6,4,13,1,1,1,0.536673652008176,1
1,7,75,6,3,13,0,0,1,0.465414982056245,1
1,7,76,6,2,13,0,0,1,0.555997611023486,1
1,7,77,6,2,14,0,0,1,0.45962329604663,1
1,7,78,6,5,13,1,1,1,0.415035022888333,1
1,8,1,6,0,1,0,2,0,0.482658811844885,0
1,8,2,6,1,1,0,2,0,0.356789460871369,0
1,8,3,6,2,1,1,2,0,0.26865416392684,0
1,8,4,6,3,1,1,2,0,0.263273597927764,0
1,8,5,6,4,1,2,2,1,0.346762507921085,1
1,8,6,6,5,1,2,2,1,0.385865250136703,1
1,8,7,6,1,2,0,0,1,0.391481325961649,1
1,8,8,6,5,2,2,0,0,0.446110642980784,0
1,8,9,6,4,2,2,2,1,0.625049054156989,1
1,8,10,6,2,2,1,0,0,0.662278241943568,0
1,8,11,6,0,2,0,0,1,0.721695164917037,1
1,8,12,6,3,2,1,0,0,0.657290356000885,0
1,8,13,6,3,3,1,1,1,0.925433019874617,1
1,8,14,6,0,3,0,0,1,0.677900884998962,1
1,8,15,6,4,3,2,2,1,0.496805351227522,1
1,8,16,6,1,3,0,0,1,0.682576399995014,1
1,8,17,6,5,3,2,1,0,0.668258034158498,0
1,8,18,6,2,3,1,1,1,1.01533226692118,1
1,8,19,6,0,4,0,0,1,0.899321834091097,1
1,8,20,6,1,4,0,0,1,0.589160674018785,1
1,8,21,6,2,4,1,1,1,0.70729944598861,1
1,8,22,6,3,4,1,1,1,0.780287794070318,1
