,participant,block_num,trial_num,condition,rt,low_opt_feed,mid_opt_feed,high_opt_feed,selected_option,selected_fvalue,difficulty,magnitude,choice,rt_quantile
4609,24,4,26,ACE,2.444,25,34,46,E,46,easy,low,3,5
4610,24,4,27,ABC,3.926,40,24,39,C,39,hard,low,3,6
4611,24,4,28,ACE,3.509,42,31,43,E,43,easy,low,3,6
4612,24,4,29,ABC,4.101,31,34,35,C,35,hard,low,3,6
4613,24,4,30,ACE,1.749,30,37,45,E,45,easy,low,3,5
4614,24,4,31,DEF,2.602,43,41,59,E,41,hard,high,2,6
4615,24,4,32,ABC,2.287,21,32,39,C,39,hard,low,3,5
4616,24,4,33,DEF,1.129,46,48,56,F,56,hard,high,3,4
4617,24,4,34,ACE,1.387,39,37,39,E,39,easy,low,3,4
4618,24,4,35,BDF,1.312,30,41,54,F,54,easy,high,3,5
4619,24,4,36,ABC,3.11,26,37,38,C,38,hard,low,3,6
4620,24,4,37,ACE,2.937,27,40,51,E,51,easy,low,3,6
4621,24,4,38,DEF,2.455,48,46,46,F,46,hard,high,3,5
4622,24,4,39,ACE,2.696,29,44,48,E,48,easy,low,3,6
4623,24,4,40,BDF,1.416,33,45,52,F,52,easy,high,3,5
4624,24,4,41,DEF,3.355,35,49,53,F,53,hard,high,3,6
4625,24,4,42,ABC,2.477,29,35,41,C,41,hard,low,3,5
4626,24,4,43,BDF,2.313,34,46,46,F,46,easy,high,3,6
4627,24,4,45,BDF,2.56,38,44,54,F,54,easy,high,3,6
4628,24,4,46,ACE,1.92,31,29,43,E,43,easy,low,3,5
4629,24,4,47,DEF,1.022,45,48,50,F,50,hard,high,3,3
4630,24,4,48,ACE,1.051,29,33,47,E,47,easy,low,3,2
4631,24,4,49,ABC,1.098,26,38,47,C,47,hard,low,3,3
4632,24,4,50,ACE,1.112,23,42,47,E,47,easy,low,3,3
4633,24,4,51,DEF,0.73,47,46,43,F,43,hard,high,3,2
4634,24,4,52,BDF,0.675,37,40,41,F,41,easy,high,3,2
4635,24,4,53,DEF,1.242,43,47,55,F,55,hard,high,3,4
4636,24,4,54,ACE,0.973,29,31,44,E,44,easy,low,3,2
4637,24,4,55,BDF,1.045,30,42,53,F,53,easy,high,3,4
4638,24,4,56,DEF,1.43,38,50,45,F,45,hard,high,3,5
4639,24,4,57,BDF,0.93,28,36,51,F,51,easy,high,3,3
4640,24,4,58,DEF,1.111,54,50,52,E,50,hard,high,2,4
4641,24,4,59,ACE,1.264,38,35,50,E,50,easy,low,3,4
4642,24,4,60,ABC,1.68,25,35,41,C,41,hard,low,3,5
4643,24,4,61,DEF,0.724,44,49,52,F,52,hard,high,3,2
4644,24,4,62,ABC,1.447,33,36,42,C,42,hard,low,3,4
4645,24,4,63,ACE,0.961,32,36,43,E,43,easy,low,3,1
4646,24,4,64,ABC,1.293,27,37,43,C,43,hard,low,3,4
4647,24,4,65,DEF,1.078,40,47,52,E,47,hard,high,2,4
4648,24,4,66,BDF,0.599,29,51,50,F,50,easy,high,3,1
4649,24,4,67,ACE,1.616,32,28,48,C,28,easy,low,2,4
4650,24,4,68,BDF,1.398,26,49,51,D,49,easy,high,2,5
4651,24,4,69,ACE,1.078,32,45,48,E,48,easy,low,3,3
4652,24,4,70,DEF,0.965,42,52,47,F,47,hard,high,3,3
4653,24,4,71,ABC,1.771,27,35,44,C,44,hard,low,3,5
4654,24,4,72,ACE,0.944,28,41,45,E,45,easy,low,3,1
4655,24,4,73,DEF,0.651,49,46,49,F,49,hard,high,3,1
4656,24,4,74,ACE,1.476,33,37,42,E,42,easy,low,3,4
4657,24,4,75,BDF,0.848,31,42,50,F,50,easy,high,3,3
4658,24,4,76,ACE,1.329,23,39,44,E,44,easy,low,3,4
4659,24,4,77,BDF,1.07,31,33,60,F,60,easy,high,3,4
4660,24,4,78,ACE,1.71,29,40,39,E,39,easy,low,3,5
4661,24,4,79,ABC,1.263,24,30,33,C,33,hard,low,3,3
4662,24,4,80,BDF,1.045,38,39,44,D,39,easy,high,2,4
4663,24,4,81,ABC,1.409,28,37,42,C,42,hard,low,3,4
4664,24,4,82,ACE,1.062,35,32,41,E,41,easy,low,3,2
4665,24,4,83,DEF,0.495,42,42,47,F,47,hard,high,3,1
4666,24,4,84,ABC,0.809,31,31,35,C,35,hard,low,3,1
4667,24,4,85,DEF,0.552,35,48,44,F,44,hard,high,3,1
4668,24,4,86,ABC,0.769,31,29,41,C,41,hard,low,3,1
4669,24,4,87,BDF,0.534,32,40,51,F,51,easy,high,3,1
4670,24,4,88,DEF,1.146,39,43,44,E,43,hard,high,2,4
4671,24,4,89,ABC,1.33,23,25,44,C,44,hard,low,3,4
4672,24,4,90,ACE,1.155,37,36,51,E,51,easy,low,3,3
4673,24,4,91,DEF,1.055,44,46,48,E,46,hard,high,2,4
4674,24,4,92,ABC,1.272,30,30,43,C,43,hard,low,3,3
4675,24,4,93,BDF,0.79,37,43,45,F,45,easy,high,3,2
4676,24,4,94,ABC,1.193,31,34,37,C,37,hard,low,3,3
4677,24,4,95,BDF,0.74,32,44,53,F,53,easy,high,3,2
4678,24,4,96,ACE,1.101,21,46,49,E,49,easy,low,3,3
4679,24,4,97,BDF,0.914,35,50,47,F,47,easy,high,3,3
4680,24,4,98,ABC,0.926,25,33,38,C,38,hard,low,3,2
4681,24,4,99,BDF,0.602,36,40,48,F,48,easy,high,3,1
4682,24,4,100,ACE,1.017,28,38,45,E,45,easy,low,3,2
4683,24,4,101,ABC,0.648,33,26,40,C,40,hard,low,3,1
4684,24,4,102,DEF,0.752,32,55,55,F,55,hard,high,3,2
4685,24,4,103,ABC,0.71,26,35,34,C,34,hard,low,3,1
4686,24,4,104,DEF,0.994,38,41,48,F,48,hard,high,3,3
4687,24,4,105,ABC,1.095,28,32,41,C,41,hard,low,3,3
4688,24,4,106,ACE,0.916,20,43,52,E,52,easy,low,3,1
4689,24,4,107,BDF,0.699,28,52,47,F,47,easy,high,3,2
4690,24,4,108,ACE,0.972,36,36,55,E,55,easy,low,3,2
4691,24,4,109,ABC,1.143,28,33,40,C,40,hard,low,3,3
4692,24,4,110,BDF,0.762,33,38,43,F,43,easy,high,3,2
4693,24,4,111,ABC,1.467,34,36,33,C,33,hard,low,3,4
4694,24,4,112,DEF,1.671,37,47,58,F,58,hard,high,3,5
4695,24,4,113,ACE,0.99,36,32,44,E,44,easy,low,3,2
4696,24,4,114,DEF,0.905,43,49,48,F,48,hard,high,3,3
4697,24,4,115,ACE,0.902,31,40,47,C,40,easy,low,2,1
4698,24,4,116,BDF,0.957,27,41,51,F,51,easy,high,3,3
4699,24,4,117,ACE,0.76,30,42,37,E,37,easy,low,3,1
4700,24,4,118,ABC,1.279,27,31,36,C,36,hard,low,3,4
4701,24,4,119,ACE,1.228,22,35,53,E,53,easy,low,3,3
4702,24,4,120,BDF,0.65,28,42,49,F,49,easy,high,3,1
4703,24,4,121,DEF,1.159,47,40,51,F,51,hard,high,3,4
4704,24,4,122,ABC,0.89,32,31,46,C,46,hard,low,3,2
4705,24,4,123,BDF,1.031,39,47,49,F,49,easy,high,3,4
4706,24,4,124,ABC,1.014,34,39,39,C,39,hard,low,3,2
4707,24,4,125,BDF,0.8,35,42,50,D,42,easy,high,2,3
4708,24,4,126,ABC,0.925,29,38,34,C,34,hard,low,3,2
4709,24,4,127,BDF,0.696,36,36,54,F,54,easy,high,3,2
4710,24,4,128,DEF,0.882,48,51,47,F,47,hard,high,3,3
4711,24,4,129,BDF,0.838,29,39,46,F,46,easy,high,3,3
4712,24,4,130,ABC,0.963,35,43,40,C,40,hard,low,3,2
4713,24,4,131,BDF,0.869,30,41,42,F,42,easy,high,3,3
4714,24,4,132,ABC,0.944,27,40,26,C,26,hard,low,3,2
4715,24,4,133,BDF,0.815,28,42,49,F,49,easy,high,3,3
4716,24,4,134,ACE,1.044,30,39,42,E,42,easy,low,3,2
4717,24,4,135,DEF,0.877,46,44,53,E,44,hard,high,2,3
4718,24,4,136,ACE,1.367,30,33,45,E,45,easy,low,3,4
4719,24,4,137,DEF,0.584,41,42,52,F,52,hard,high,3,1
4720,24,4,138,BDF,0.874,33,47,46,F,46,easy,high,3,3
4721,24,4,139,ACE,1.265,34,41,46,E,46,easy,low,3,4
4722,24,4,140,DEF,1.19,40,40,50,F,50,hard,high,3,4
4723,24,4,141,BDF,1.095,27,45,43,F,43,easy,high,3,4
4724,24,4,142,ACE,0.922,22,43,34,E,34,easy,low,3,1
4725,24,4,143,ABC,0.831,33,43,47,C,47,hard,low,3,2
4726,24,4,144,ACE,1.057,26,33,52,E,52,easy,low,3,2
4727,24,4,145,ABC,0.95,30,42,36,C,36,hard,low,3,2
4728,24,4,146,BDF,0.779,37,46,57,F,57,easy,high,3,2
4729,24,4,147,ACE,1.545,28,38,45,E,45,easy,low,3,4
4730,24,4,148,DEF,0.929,47,51,56,F,56,hard,high,3,3
4731,24,4,149,ACE,1.103,33,48,46,E,46,easy,low,3,3
4732,24,4,150,DEF,0.822,46,46,40,F,40,hard,high,3,2
4733,24,4,151,ACE,1.222,26,37,38,E,38,easy,low,3,3
4734,24,4,152,DEF,0.614,44,41,54,F,54,hard,high,3,1
4735,24,4,153,BDF,0.907,34,38,46,F,46,easy,high,3,3
4736,24,4,154,ACE,1.309,28,43,45,E,45,easy,low,3,4
4737,24,4,155,ABC,0.838,27,38,42,C,42,hard,low,3,2
4738,24,4,156,ACE,1.264,18,35,52,C,35,easy,low,2,4
4739,24,4,157,ABC,1.077,37,33,37,C,37,hard,low,3,3
4740,24,4,158,DEF,0.986,43,54,52,F,52,hard,high,3,3
4741,24,4,159,ACE,1.233,32,39,38,E,38,easy,low,3,3
4742,24,4,160,ABC,0.911,35,27,40,C,40,hard,low,3,2
4743,24,4,161,BDF,0.773,39,39,51,F,51,easy,high,3,2
4744,24,4,162,ACE,1.283,34,38,47,E,47,easy,low,3,4
4745,24,4,163,BDF,0.575,39,36,57,F,57,easy,high,3,1
4746,24,4,164,ABC,1.193,25,30,36,C,36,hard,low,3,3
4747,24,4,165,DEF,0.643,37,45,48,F,48,hard,high,3,1
4748,24,4,166,ACE,0.858,36,32,42,E,42,easy,low,3,1
4749,24,4,167,DEF,0.721,44,37,48,E,37,hard,high,2,2
4750,24,4,168,BDF,0.897,36,48,38,F,38,easy,high,3,3
4751,24,4,169,DEF,0.837,41,43,53,F,53,hard,high,3,2
4752,24,4,170,ACE,1.037,30,37,47,E,47,easy,low,3,2
4753,24,4,171,DEF,0.866,45,53,52,F,52,hard,high,3,3
4754,24,4,172,BDF,1.184,29,40,57,F,57,easy,high,3,4
4755,24,4,173,ACE,1.072,35,45,45,E,45,easy,low,3,2
4756,24,4,174,ABC,1.37,29,40,30,C,30,hard,low,3,4
4757,24,4,175,BDF,0.597,22,44,47,F,47,easy,high,3,1
4758,24,4,176,DEF,0.813,30,54,50,E,54,hard,high,2,2
4759,24,4,177,ABC,0.991,29,36,29,C,29,hard,low,3,2
4760,24,4,178,DEF,0.78,39,43,41,F,41,hard,high,3,2
4761,24,4,179,ABC,0.79,37,25,45,C,45,hard,low,3,1
4762,24,4,180,BDF,1.138,33,45,58,D,45,easy,high,2,4
4763,24,4,181,ABC,1.212,30,41,41,C,41,hard,low,3,3
4764,24,4,182,DEF,0.618,45,50,53,F,53,hard,high,3,1
4765,24,4,183,ACE,0.978,26,38,42,E,42,easy,low,3,2
4766,24,4,184,BDF,0.669,35,40,62,F,62,easy,high,3,2
4767,24,4,185,ABC,1.337,34,41,31,C,31,hard,low,3,4
4768,24,4,186,BDF,1.026,32,37,55,F,55,easy,high,3,4
4769,24,4,187,DEF,1.044,46,40,54,F,54,hard,high,3,4
4770,24,4,188,BDF,0.549,31,43,51,F,51,easy,high,3,1
4771,24,4,189,ABC,0.796,36,34,34,C,34,hard,low,3,1
4772,24,4,190,DEF,0.978,35,49,46,F,46,hard,high,3,3
4773,24,4,191,ABC,0.862,32,36,35,C,35,hard,low,3,2
4774,24,4,192,DEF,0.963,41,50,56,F,56,hard,high,3,3
4775,24,4,193,BDF,1.026,29,39,49,F,49,easy,high,3,4
4776,24,4,194,ABC,0.827,35,33,39,C,39,hard,low,3,1
4777,24,4,195,DEF,0.772,48,53,44,F,44,hard,high,3,2
4778,24,4,196,BDF,0.788,42,50,53,F,53,easy,high,3,2
4779,24,4,197,ACE,1.05,24,50,44,C,50,easy,low,2,2
4780,24,4,198,BDF,1.157,46,33,56,F,56,easy,high,3,4
4781,24,4,199,ABC,1.274,31,32,36,C,36,hard,low,3,3
4782,24,4,200,BDF,0.717,41,49,59,F,59,easy,high,3,2
4783,25,4,1,ABC,1.856,34,34,44,A,34,hard,low,1,4
4784,25,4,2,DEF,2.725,46,49,52,D,46,hard,high,1,6
4785,25,4,3,ABC,1.514,30,37,35,C,35,hard,low,3,3
4786,25,4,4,BDF,2.009,34,46,47,D,46,easy,high,2,6
4787,25,4,5,DEF,0.606,37,41,49,F,49,hard,high,3,1
4788,25,4,6,BDF,2.891,32,44,41,F,41,easy,high,3,6
4789,25,4,7,ACE,3.707,28,44,53,C,44,easy,low,2,6
4790,25,4,8,DEF,0.793,49,34,52,E,34,hard,high,2,2
4791,25,4,9,ACE,1.739,35,32,52,E,52,easy,low,3,4
4792,25,4,10,ABC,2.449,32,28,40,A,32,hard,low,1,5
4793,25,4,11,BDF,1.383,33,43,46,F,46,easy,high,3,5
4794,25,4,13,DEF,2.764,39,50,47,D,39,hard,high,1,6
4795,25,4,14,BDF,3.411,29,43,48,F,48,easy,high,3,6
4796,25,4,15,ABC,2.13,21,43,34,A,21,hard,low,1,5
4797,25,4,16,DEF,1.734,36,45,50,F,50,hard,high,3,5
4798,25,4,17,BDF,1.766,32,47,52,F,52,easy,high,3,6
4799,25,4,18,DEF,0.781,39,55,46,F,46,hard,high,3,2
4800,25,4,19,ABC,1.516,33,37,26,A,33,hard,low,1,3
4801,25,4,20,ACE,1.053,34,39,47,E,47,easy,low,3,2
4802,25,4,21,DEF,1.716,45,36,44,E,36,hard,high,2,5
4803,25,4,22,ACE,2.073,23,46,46,E,46,easy,low,3,4
4804,25,4,23,BDF,1.705,41,44,52,F,52,easy,high,3,5
4805,25,4,24,DEF,1.208,41,44,59,F,59,hard,high,3,3
4806,25,4,25,ACE,2.232,38,35,56,E,56,easy,low,3,4
4807,25,4,26,DEF,0.892,48,53,49,F,49,hard,high,3,2
4808,25,4,27,ABC,2.254,29,36,40,B,36,hard,low,2,5
4809,25,4,28,DEF,1.325,36,42,49,F,49,hard,high,3,4
4810,25,4,29,ABC,3.391,29,32,31,C,31,hard,low,3,6
4811,25,4,30,ACE,1.32,27,36,52,E,52,easy,low,3,3
4812,25,4,31,ABC,3.875,24,41,43,B,41,hard,low,2,6
4813,25,4,32,BDF,0.914,38,38,53,F,53,easy,high,3,3
4814,25,4,33,DEF,2.507,45,45,53,E,45,hard,high,2,6
4815,25,4,34,ABC,2.875,34,31,35,B,31,hard,low,2,6
4816,25,4,35,ACE,1.302,32,40,44,E,44,easy,low,3,2
4817,25,4,36,ABC,3.56,25,34,36,C,36,hard,low,3,6
4818,25,4,37,DEF,1.247,44,53,53,E,53,hard,high,2,4
4819,25,4,38,ABC,2.428,32,37,37,C,37,hard,low,3,5
4820,25,4,39,ACE,1.383,31,31,58,E,58,easy,low,3,3
4821,25,4,40,ABC,3.778,32,38,45,C,45,hard,low,3,6
4822,25,4,41,DEF,1.349,42,47,49,F,49,hard,high,3,4
4823,25,4,42,ACE,0.911,31,34,45,E,45,easy,low,3,1
4824,25,4,43,DEF,1.106,33,51,47,E,51,hard,high,2,3
4825,25,4,44,ABC,1.926,30,28,41,C,41,hard,low,3,4
4826,25,4,45,BDF,1.488,30,43,56,F,56,easy,high,3,5
4827,25,4,46,DEF,1.375,41,42,56,F,56,hard,high,3,5
4828,25,4,47,BDF,1.237,41,47,44,F,44,easy,high,3,4
4829,25,4,48,ACE,2.455,27,32,51,E,51,easy,low,3,5
4830,25,4,49,ABC,3.359,35,33,45,C,45,hard,low,3,6
4831,25,4,50,ACE,1.605,32,37,52,E,52,easy,low,3,3
4832,25,4,51,BDF,1.14,37,49,62,F,62,easy,high,3,4
4833,25,4,52,ACE,2.751,24,47,43,C,47,easy,low,2,5
4834,25,4,53,BDF,1.06,34,30,59,F,59,easy,high,3,4
4835,25,4,54,DEF,1.227,42,42,50,F,50,hard,high,3,4
4836,25,4,55,ABC,1.561,39,34,37,C,37,hard,low,3,3
4837,25,4,56,ACE,1.693,29,38,43,E,43,easy,low,3,3
4838,25,4,57,ABC,1.197,21,28,39,C,39,hard,low,3,2
4839,25,4,58,ACE,3.149,24,47,51,E,51,easy,low,3,6
4840,25,4,59,BDF,1.159,33,50,58,F,58,easy,high,3,4
4841,25,4,60,ABC,1.871,36,32,34,C,34,hard,low,3,4
4842,25,4,61,ACE,1.288,33,42,40,A,33,easy,low,1,2
4843,25,4,62,DEF,1.457,49,47,57,F,57,hard,high,3,5
4844,25,4,63,ACE,2.023,26,41,45,A,26,easy,low,1,4
4845,25,4,64,DEF,1.777,37,50,51,E,50,hard,high,2,5
4846,25,4,65,ABC,1.433,33,24,32,C,32,hard,low,3,2
4847,25,4,66,BDF,1.363,35,42,48,F,48,easy,high,3,5
4848,25,4,67,DEF,0.895,50,44,44,F,44,hard,high,3,2
4849,25,4,68,BDF,1.408,32,51,51,F,51,easy,high,3,5
4850,25,4,69,ABC,2.061,27,30,37,A,27,hard,low,1,4
4851,25,4,70,BDF,0.902,35,42,44,F,44,easy,high,3,3
4852,25,4,71,ABC,2.079,36,27,39,C,39,hard,low,3,4
4853,25,4,72,ACE,2.727,25,35,46,C,35,easy,low,2,5
4854,25,4,73,DEF,1.422,47,50,57,E,50,hard,high,2,5
4855,25,4,74,BDF,0.708,36,45,42,F,42,easy,high,3,2
4856,25,4,75,DEF,1.776,42,39,50,E,39,hard,high,2,5
4857,25,4,76,ACE,0.815,27,32,48,E,48,easy,low,3,1
4858,25,4,77,ABC,1.674,28,35,37,C,37,hard,low,3,3
4859,25,4,78,ACE,2.236,29,44,45,E,45,easy,low,3,5
4860,25,4,79,BDF,1.409,29,44,54,F,54,easy,high,3,5
4861,25,4,80,DEF,2.175,41,49,58,F,58,hard,high,3,6
4862,25,4,81,BDF,1.536,35,38,54,F,54,easy,high,3,5
4863,25,4,82,ACE,4.102,31,36,48,E,48,easy,low,3,6
4864,25,4,83,BDF,1.301,46,37,50,F,50,easy,high,3,5
4865,25,4,84,ABC,2.491,36,36,39,C,39,hard,low,3,5
4866,25,4,85,BDF,1.435,34,36,53,F,53,easy,high,3,5
4867,25,4,86,DEF,1.788,35,52,56,F,56,hard,high,3,6
4868,25,4,87,ACE,4.483,29,33,37,C,33,easy,low,2,6
4869,25,4,88,BDF,1.433,29,41,55,F,55,easy,high,3,5
4870,25,4,89,DEF,1.014,35,48,51,E,48,hard,high,2,3
4871,25,4,90,ABC,1.274,37,37,41,C,41,hard,low,3,2
4872,25,4,91,BDF,1.268,33,39,47,F,47,easy,high,3,4
4873,25,4,92,ABC,1.582,34,37,33,C,33,hard,low,3,3
4874,25,4,93,ACE,1.309,39,38,48,E,48,easy,low,3,3
4875,25,4,94,BDF,1.218,40,34,42,F,42,easy,high,3,4
4876,25,4,95,ACE,1.986,30,38,39,C,38,easy,low,2,4
4877,25,4,96,BDF,0.669,32,42,53,F,53,easy,high,3,2
4878,25,4,97,ACE,0.75,29,36,43,E,43,easy,low,3,1
4879,25,4,98,DEF,1.243,39,43,54,F,54,hard,high,3,4
4880,25,4,99,ABC,1.914,40,35,29,C,29,hard,low,3,4
4881,25,4,100,ACE,2.931,33,36,48,C,36,easy,low,2,5
4882,25,4,101,ABC,1.927,25,30,42,A,25,hard,low,1,4
4883,25,4,102,DEF,1.695,42,50,43,E,50,hard,high,2,5
4884,25,4,103,ACE,1.256,37,39,43,E,43,easy,low,3,2
4885,25,4,104,ABC,1.74,35,39,35,C,35,hard,low,3,3
4886,25,4,105,ACE,1.382,26,30,46,E,46,easy,low,3,3
4887,25,4,106,DEF,1.785,47,45,60,E,45,hard,high,2,6
4888,25,4,107,ACE,2.303,33,33,43,E,43,easy,low,3,5
4889,25,4,108,ABC,1.264,30,30,37,C,37,hard,low,3,2
4890,25,4,109,DEF,1.306,44,37,51,F,51,hard,high,3,4
4891,25,4,110,ABC,1.161,23,30,40,C,40,hard,low,3,2
4892,25,4,111,DEF,1.639,40,43,55,F,55,hard,high,3,5
4893,25,4,112,ABC,1.35,31,38,34,C,34,hard,low,3,2
4894,25,4,113,DEF,0.981,43,46,46,E,46,hard,high,2,3
4895,25,4,114,BDF,1.272,33,41,52,F,52,easy,high,3,5
4896,25,4,115,ACE,1.686,29,38,42,E,42,easy,low,3,3
4897,25,4,116,DEF,0.934,41,41,49,F,49,hard,high,3,3
4898,25,4,117,ACE,1.536,36,30,49,E,49,easy,low,3,3
4899,25,4,118,ABC,1.617,23,40,31,B,40,hard,low,2,3
4900,25,4,119,DEF,2.16,46,49,55,F,55,hard,high,3,6
4901,25,4,120,BDF,1.01,35,41,50,F,50,easy,high,3,3
4902,25,4,121,DEF,0.515,39,38,45,F,45,hard,high,3,1
4903,25,4,122,ABC,1.655,30,26,38,B,26,hard,low,2,3
4904,25,4,123,BDF,1.176,28,40,53,F,53,easy,high,3,4
4905,25,4,124,ACE,1.256,28,41,44,E,44,easy,low,3,2
4906,25,4,125,ABC,1.535,31,36,33,B,36,hard,low,2,3
4907,25,4,126,BDF,0.786,25,46,46,F,46,easy,high,3,3
4908,25,4,127,DEF,1.028,48,47,49,F,49,hard,high,3,3
4909,25,4,128,ABC,1.256,42,31,42,B,31,hard,low,2,2
4910,25,4,129,ACE,0.814,26,34,42,E,42,easy,low,3,1
4911,25,4,130,DEF,1.275,45,48,49,F,49,hard,high,3,4
4912,25,4,131,ABC,2.481,28,29,38,C,38,hard,low,3,5
4913,25,4,132,BDF,0.923,37,39,46,F,46,easy,high,3,3
4914,25,4,133,ABC,1.535,33,38,29,C,29,hard,low,3,3
4915,25,4,134,DEF,1.286,48,45,48,F,48,hard,high,3,4
4916,25,4,135,ABC,1.867,25,39,40,B,39,hard,low,2,4
4917,25,4,136,ACE,1.286,27,46,44,E,44,easy,low,3,2
4918,25,4,137,BDF,0.988,40,34,47,F,47,easy,high,3,3
4919,25,4,138,ABC,1.792,34,42,35,B,42,hard,low,2,4
4920,25,4,139,BDF,1.176,33,48,48,F,48,easy,high,3,4
4921,25,4,140,ABC,1.236,28,36,36,C,36,hard,low,3,2
4922,25,4,141,ACE,2.404,28,41,41,E,41,easy,low,3,5
4923,25,4,142,BDF,0.441,35,46,45,F,45,easy,high,3,1
4924,25,4,143,DEF,1.064,38,42,55,F,55,hard,high,3,3
4925,25,4,144,ABC,2.798,33,31,39,B,31,hard,low,2,6
4926,25,4,145,BDF,0.716,32,40,38,F,38,easy,high,3,2
4927,25,4,146,ACE,1.13,29,39,55,E,55,easy,low,3,2
4928,25,4,147,BDF,1.876,31,38,41,F,41,easy,high,3,6
4929,25,4,148,DEF,1.296,54,44,51,F,51,hard,high,3,4
4930,25,4,149,BDF,0.794,25,37,47,F,47,easy,high,3,3
4931,25,4,150,ACE,1.238,38,33,54,E,54,easy,low,3,2
4932,25,4,151,BDF,0.746,31,43,48,F,48,easy,high,3,2
4933,25,4,152,ACE,1.703,27,40,45,E,45,easy,low,3,4
4934,25,4,153,BDF,0.775,31,45,43,F,43,easy,high,3,2
4935,25,4,154,ACE,4.027,31,44,41,E,41,easy,low,3,6
4936,25,4,155,DEF,0.606,52,49,51,F,51,hard,high,3,1
4937,25,4,156,BDF,1.269,40,43,40,F,40,easy,high,3,4
4938,25,4,157,ABC,0.914,30,43,48,C,48,hard,low,3,1
4939,25,4,158,ACE,1.209,26,39,48,E,48,easy,low,3,2
4940,25,4,159,DEF,1.387,40,40,54,E,40,hard,high,2,5
4941,25,4,160,ABC,2.778,24,34,40,C,40,hard,low,3,5
4942,25,4,161,ACE,0.823,32,43,47,E,47,easy,low,3,1
4943,25,4,162,ABC,2.048,32,27,41,C,41,hard,low,3,4
4944,25,4,163,DEF,0.48,37,49,46,F,46,hard,high,3,1
4945,25,4,164,ABC,1.61,26,35,38,C,38,hard,low,3,3
4946,25,4,165,DEF,0.839,40,38,47,F,47,hard,high,3,2
4947,25,4,166,BDF,0.577,33,35,54,F,54,easy,high,3,1
4948,25,4,167,DEF,0.54,42,54,51,F,51,hard,high,3,1
4949,25,4,168,ABC,2.146,31,42,37,C,37,hard,low,3,5
4950,25,4,169,ACE,3.439,35,42,47,E,47,easy,low,3,6
4951,25,4,170,ABC,1.363,18,29,43,B,29,hard,low,2,2
4952,25,4,171,ACE,1.238,26,42,46,C,42,easy,low,2,2
4953,25,4,172,BDF,0.573,36,46,57,F,57,easy,high,3,1
4954,25,4,173,DEF,0.441,38,51,52,F,52,hard,high,3,1
4955,25,4,174,ACE,1.744,28,43,46,C,43,easy,low,2,4
4956,25,4,175,BDF,0.741,38,43,54,F,54,easy,high,3,2
4957,25,4,176,DEF,0.752,40,51,51,F,51,hard,high,3,2
4958,25,4,177,BDF,0.768,33,51,50,F,50,easy,high,3,2
4959,25,4,178,ABC,1.605,22,44,38,C,38,hard,low,3,3
4960,25,4,179,ACE,3.136,20,28,46,E,46,easy,low,3,5
4961,25,4,180,BDF,2.373,27,38,45,F,45,easy,high,3,6
4962,25,4,181,DEF,0.473,39,47,50,F,50,hard,high,3,1
4963,25,4,182,BDF,0.653,39,32,43,F,43,easy,high,3,1
4964,25,4,183,DEF,0.551,41,49,56,F,56,hard,high,3,1
4965,25,4,184,ACE,1.643,31,36,39,E,39,easy,low,3,3
4966,25,4,185,ABC,2.078,35,39,42,C,42,hard,low,3,4
4967,25,4,186,ACE,1.205,27,43,40,C,43,easy,low,2,2
4968,25,4,187,BDF,0.705,36,43,53,F,53,easy,high,3,2
4969,25,4,188,ACE,1.343,22,45,50,E,50,easy,low,3,3
4970,25,4,189,BDF,0.664,30,44,55,F,55,easy,high,3,1
4971,25,4,190,DEF,0.776,45,50,45,F,45,hard,high,3,2
4972,25,4,191,BDF,0.454,26,45,52,F,52,easy,high,3,1
4973,25,4,192,ACE,0.96,37,41,40,E,40,easy,low,3,1
4974,25,4,193,BDF,1.016,38,33,50,F,50,easy,high,3,3
4975,25,4,194,ABC,2.011,30,34,34,C,34,hard,low,3,4
4976,25,4,195,BDF,1.095,31,44,48,F,48,easy,high,3,4
4977,25,4,196,ACE,3.116,30,37,46,E,46,easy,low,3,5
4978,25,4,197,DEF,0.901,36,44,48,F,48,hard,high,3,2
4979,25,4,198,BDF,0.482,22,47,49,F,49,easy,high,3,1
4980,25,4,199,ACE,0.73,25,35,41,E,41,easy,low,3,1
4981,25,4,200,DEF,1.151,40,47,45,F,45,hard,high,3,3
4982,26,4,1,DEF,3.776,43,45,51,D,43,hard,high,1,6
4983,26,4,2,ABC,2.591,29,25,37,B,25,hard,low,2,5
4984,26,4,3,BDF,1.394,32,49,47,F,47,easy,high,3,4
4985,26,4,4,ACE,2.533,27,35,48,C,35,easy,low,2,5
4986,26,4,5,BDF,2.596,40,39,55,D,39,easy,high,2,6
4987,26,4,6,ABC,1.223,30,34,47,B,34,hard,low,2,3
4988,26,4,7,BDF,0.872,35,48,48,F,48,easy,high,3,2
4989,26,4,8,DEF,1.06,35,41,50,F,50,hard,high,3,3
4990,26,4,9,ACE,1.604,28,30,48,C,30,easy,low,2,4
4991,26,4,10,BDF,3.271,28,37,50,F,50,easy,high,3,6
4992,26,4,11,ABC,2.852,26,33,33,A,26,hard,low,1,5
4993,26,4,12,ACE,1.569,27,46,48,E,48,easy,low,3,4
4994,26,4,13,ABC,2.642,33,33,33,C,33,hard,low,3,5
