,participant,block_num,trial_num,condition,rt,low_opt_feed,mid_opt_feed,high_opt_feed,selected_option,selected_fvalue,difficulty,magnitude,choice,rt_quantile
397,2,4,199,ACE,0.901,35,34,42,E,42,easy,low,3,2
398,2,4,200,BDF,0.584,41,43,47,F,47,easy,high,3,2
399,3,4,1,BDF,1.316,24,43,46,F,46,easy,high,3,6
400,3,4,2,DEF,1.079,41,45,50,E,45,hard,high,2,4
401,3,4,3,BDF,0.712,37,43,52,F,52,easy,high,3,3
402,3,4,4,ACE,0.766,29,31,54,C,31,easy,low,2,2
403,3,4,5,BDF,0.988,40,47,51,F,51,easy,high,3,5
404,3,4,6,ACE,0.61,34,43,52,E,52,easy,low,3,1
405,3,4,7,BDF,0.834,29,49,48,F,48,easy,high,3,5
406,3,4,8,ACE,1.175,35,42,51,E,51,easy,low,3,4
407,3,4,9,ABC,0.795,34,41,31,C,31,hard,low,3,3
408,3,4,10,ACE,1.109,31,39,40,E,40,easy,low,3,4
409,3,4,11,BDF,0.79,40,41,62,F,62,easy,high,3,4
410,3,4,12,ACE,0.756,32,48,44,C,48,easy,low,2,2
411,3,4,13,BDF,0.841,28,38,46,F,46,easy,high,3,5
412,3,4,14,ACE,1.028,23,44,48,E,48,easy,low,3,3
413,3,4,15,ABC,1.427,31,27,35,C,35,hard,low,3,5
414,3,4,16,ACE,0.745,27,33,49,E,49,easy,low,3,2
415,3,4,17,BDF,0.87,33,40,52,F,52,easy,high,3,5
416,3,4,18,ACE,0.881,42,36,39,E,39,easy,low,3,3
417,3,4,19,DEF,0.828,40,42,48,E,42,hard,high,2,2
418,3,4,20,ABC,0.947,31,30,29,C,29,hard,low,3,4
419,3,4,21,ACE,1.374,36,45,36,E,36,easy,low,3,5
420,3,4,22,BDF,0.597,31,46,59,F,59,easy,high,3,2
421,3,4,23,DEF,1.289,32,49,48,E,49,hard,high,2,5
422,3,4,24,BDF,0.696,35,48,56,F,56,easy,high,3,3
423,3,4,25,ABC,0.799,24,30,41,C,41,hard,low,3,3
424,3,4,26,DEF,1.525,47,41,41,E,41,hard,high,2,5
425,3,4,27,ABC,0.851,37,34,45,C,45,hard,low,3,4
426,3,4,28,ACE,1.409,35,38,49,E,49,easy,low,3,5
427,3,4,29,DEF,2.606,46,47,43,F,43,hard,high,3,6
428,3,4,30,ACE,0.973,25,32,53,C,32,easy,low,2,3
429,3,4,31,DEF,0.873,43,45,53,E,45,hard,high,2,3
430,3,4,32,ACE,1.066,29,40,46,C,40,easy,low,2,4
431,3,4,33,DEF,1.02,38,46,50,E,46,hard,high,2,3
432,3,4,34,ABC,0.77,30,36,33,C,33,hard,low,3,3
433,3,4,35,ACE,2.527,29,40,51,C,40,easy,low,2,6
434,3,4,36,DEF,0.849,36,49,58,F,58,hard,high,3,2
435,3,4,37,ACE,0.665,36,40,44,C,40,easy,low,2,1
436,3,4,38,BDF,0.882,27,36,44,F,44,easy,high,3,5
437,3,4,39,ABC,0.742,33,37,43,C,43,hard,low,3,3
438,3,4,40,DEF,1.327,46,45,47,E,45,hard,high,2,5
439,3,4,41,BDF,0.773,39,49,57,F,57,easy,high,3,4
440,3,4,42,ACE,1.056,31,35,43,C,35,easy,low,2,4
441,3,4,43,DEF,0.599,33,48,51,F,51,hard,high,3,1
442,3,4,44,ABC,0.989,21,30,42,C,42,hard,low,3,4
443,3,4,45,ACE,0.755,32,44,48,C,44,easy,low,2,2
444,3,4,46,BDF,1.109,36,39,52,F,52,easy,high,3,6
445,3,4,47,ACE,1.368,33,39,39,C,39,easy,low,2,5
446,3,4,48,DEF,0.668,45,41,44,F,44,hard,high,3,2
447,3,4,49,BDF,0.722,35,45,54,F,54,easy,high,3,3
448,3,4,50,DEF,0.854,42,49,38,E,49,hard,high,2,2
449,3,4,51,ACE,0.622,30,28,43,C,28,easy,low,2,1
450,3,4,52,ABC,0.866,28,29,39,C,39,hard,low,3,4
451,3,4,53,ACE,0.968,39,37,49,C,37,easy,low,2,3
452,3,4,54,BDF,0.55,37,49,55,F,55,easy,high,3,1
453,3,4,55,DEF,1.832,43,53,47,F,47,hard,high,3,6
454,3,4,56,ACE,0.805,40,50,54,C,50,easy,low,2,2
455,3,4,57,BDF,0.731,36,35,53,F,53,easy,high,3,4
456,3,4,58,ACE,1.064,26,30,42,C,30,easy,low,2,4
457,3,4,59,ABC,2.571,38,39,36,C,36,hard,low,3,6
458,3,4,60,BDF,0.821,33,47,54,F,54,easy,high,3,5
459,3,4,61,ABC,0.57,31,33,41,C,41,hard,low,3,1
460,3,4,62,ACE,0.592,30,39,40,C,39,easy,low,2,1
461,3,4,63,BDF,0.774,34,41,45,B,34,easy,high,1,4
462,3,4,64,ABC,0.746,35,36,37,C,37,hard,low,3,3
463,3,4,65,DEF,0.945,44,48,55,E,48,hard,high,2,3
464,3,4,66,ABC,0.801,28,34,43,C,43,hard,low,3,4
465,3,4,67,ACE,0.812,25,34,50,C,34,easy,low,2,2
466,3,4,68,BDF,0.541,39,45,50,F,50,easy,high,3,1
467,3,4,69,ACE,0.779,32,34,44,C,34,easy,low,2,2
468,3,4,70,DEF,1.138,44,47,52,F,52,hard,high,3,4
469,3,4,71,BDF,1.071,38,41,54,F,54,easy,high,3,5
470,3,4,72,ABC,1.24,29,25,31,C,31,hard,low,3,5
471,3,4,73,ACE,0.947,26,43,46,C,43,easy,low,2,3
472,3,4,74,DEF,0.987,41,55,57,E,55,hard,high,2,3
473,3,4,75,ABC,0.903,25,39,37,C,37,hard,low,3,4
474,3,4,76,ACE,1.804,37,37,46,E,46,easy,low,3,6
475,3,4,77,ABC,0.638,20,40,38,C,38,hard,low,3,2
476,3,4,78,ACE,1.343,25,35,44,E,44,easy,low,3,5
477,3,4,79,BDF,0.82,31,42,43,F,43,easy,high,3,4
478,3,4,80,DEF,2.306,33,50,57,E,50,hard,high,2,6
479,3,4,81,ABC,0.89,37,34,40,C,40,hard,low,3,4
480,3,4,82,ACE,1.523,28,35,45,E,45,easy,low,3,5
481,3,4,83,DEF,1.776,42,47,51,F,51,hard,high,3,6
482,3,4,84,ABC,0.759,23,39,37,C,37,hard,low,3,3
483,3,4,85,DEF,1.635,36,47,56,F,56,hard,high,3,6
484,3,4,86,ABC,0.735,27,37,39,B,37,hard,low,2,3
485,3,4,87,DEF,1.745,44,34,51,F,51,hard,high,3,6
486,3,4,88,ABC,1.246,33,26,33,C,33,hard,low,3,5
487,3,4,89,ACE,1.974,26,34,51,E,51,easy,low,3,6
488,3,4,90,ABC,0.705,25,33,34,C,34,hard,low,3,2
489,3,4,91,DEF,1.361,50,50,54,F,54,hard,high,3,5
490,3,4,92,ACE,1.019,27,35,50,C,35,easy,low,2,3
491,3,4,93,DEF,1.174,52,44,56,F,56,hard,high,3,4
492,3,4,94,BDF,1.03,38,43,46,F,46,easy,high,3,5
493,3,4,95,ABC,0.791,28,32,42,C,42,hard,low,3,3
494,3,4,96,DEF,1.598,39,43,50,F,50,hard,high,3,5
495,3,4,97,BDF,1.891,32,39,45,F,45,easy,high,3,6
496,3,4,98,ABC,1.898,21,33,46,C,46,hard,low,3,6
497,3,4,99,ACE,2.479,39,41,45,E,45,easy,low,3,6
498,3,4,100,BDF,0.662,44,38,48,F,48,easy,high,3,3
499,3,4,101,ACE,1.225,28,39,37,E,37,easy,low,3,5
500,3,4,102,ABC,0.944,26,30,41,C,41,hard,low,3,4
501,3,4,103,DEF,0.918,40,50,43,F,43,hard,high,3,3
502,3,4,104,ACE,1.437,34,46,51,E,51,easy,low,3,5
503,3,4,105,DEF,5.447,37,44,56,F,56,hard,high,3,6
504,3,4,106,ACE,1.351,29,44,43,E,43,easy,low,3,5
505,3,4,107,DEF,0.66,38,50,47,F,47,hard,high,3,1
506,3,4,108,ACE,0.78,34,30,48,E,48,easy,low,3,2
507,3,4,109,ABC,1.692,34,28,42,C,42,hard,low,3,6
508,3,4,110,BDF,0.817,43,41,50,F,50,easy,high,3,4
509,3,4,111,DEF,1.379,44,45,40,F,40,hard,high,3,5
510,3,4,112,ABC,0.494,24,38,38,C,38,hard,low,3,1
511,3,4,113,BDF,0.837,42,40,42,F,42,easy,high,3,5
512,3,4,114,DEF,1.034,44,42,46,F,46,hard,high,3,3
513,3,4,115,BDF,0.473,25,35,49,F,49,easy,high,3,1
514,3,4,116,ACE,1.163,26,35,37,E,37,easy,low,3,4
515,3,4,117,BDF,0.642,26,45,49,F,49,easy,high,3,2
516,3,4,118,DEF,1.165,51,43,49,F,49,hard,high,3,4
517,3,4,119,ABC,0.911,31,38,37,C,37,hard,low,3,4
518,3,4,120,DEF,0.871,39,41,42,F,42,hard,high,3,3
519,3,4,121,ACE,0.885,33,34,53,E,53,easy,low,3,3
520,3,4,122,BDF,0.731,27,39,51,F,51,easy,high,3,4
521,3,4,123,ACE,0.818,29,47,40,E,40,easy,low,3,2
522,3,4,124,DEF,0.798,48,45,58,E,45,hard,high,2,2
523,3,4,125,ABC,2.182,27,29,36,C,36,hard,low,3,6
524,3,4,126,BDF,0.73,36,47,44,F,44,easy,high,3,4
525,3,4,127,ACE,0.96,31,32,55,E,55,easy,low,3,3
526,3,4,128,ABC,0.72,33,32,38,C,38,hard,low,3,3
527,3,4,129,ACE,1.101,30,38,47,E,47,easy,low,3,4
528,3,4,130,ABC,0.58,33,33,47,C,47,hard,low,3,2
529,3,4,131,BDF,0.585,36,34,60,F,60,easy,high,3,2
530,3,4,132,DEF,0.926,45,58,55,F,55,hard,high,3,3
531,3,4,133,ABC,0.613,35,28,37,C,37,hard,low,3,2
532,3,4,134,DEF,1.072,54,45,50,F,50,hard,high,3,3
533,3,4,135,ACE,1.835,24,26,46,E,46,easy,low,3,6
534,3,4,136,DEF,1.082,42,56,47,E,56,hard,high,2,4
535,3,4,137,ABC,2.14,30,42,38,C,38,hard,low,3,6
536,3,4,138,DEF,0.943,37,42,52,F,52,hard,high,3,3
537,3,4,139,BDF,0.894,41,42,47,F,47,easy,high,3,5
538,3,4,140,ACE,0.596,28,40,47,C,40,easy,low,2,1
539,3,4,141,DEF,0.796,36,52,44,F,44,hard,high,3,2
540,3,4,142,ABC,0.544,22,38,40,C,40,hard,low,3,1
541,3,4,143,DEF,0.838,48,39,55,F,55,hard,high,3,2
542,3,4,144,ACE,0.916,23,35,41,E,41,easy,low,3,3
543,3,4,145,ABC,0.64,32,28,38,C,38,hard,low,3,2
544,3,4,146,BDF,0.613,31,42,53,F,53,easy,high,3,2
545,3,4,147,ABC,0.635,24,31,43,C,43,hard,low,3,2
546,3,4,148,ACE,0.894,36,29,48,E,48,easy,low,3,3
547,3,4,149,BDF,0.653,37,50,54,F,54,easy,high,3,3
548,3,4,150,ABC,0.578,27,32,33,C,33,hard,low,3,2
549,3,4,151,BDF,0.551,34,40,53,F,53,easy,high,3,1
550,3,4,152,DEF,1.254,39,51,49,F,49,hard,high,3,5
551,3,4,153,ABC,1.013,27,35,42,C,42,hard,low,3,5
552,3,4,154,BDF,0.675,40,37,45,F,45,easy,high,3,3
553,3,4,155,DEF,1.135,51,47,50,F,50,hard,high,3,4
554,3,4,156,ABC,0.765,30,35,39,C,39,hard,low,3,3
555,3,4,157,DEF,1.468,48,41,47,F,47,hard,high,3,5
556,3,4,158,BDF,0.616,36,38,51,F,51,easy,high,3,2
557,3,4,159,DEF,1.551,43,42,51,F,51,hard,high,3,5
558,3,4,160,ACE,0.988,29,33,52,E,52,easy,low,3,3
559,3,4,161,BDF,0.616,32,46,52,F,52,easy,high,3,2
560,3,4,162,DEF,1.089,45,38,53,E,38,hard,high,2,4
561,3,4,163,ABC,0.715,30,43,40,C,40,hard,low,3,3
562,3,4,164,ACE,1.197,38,36,44,E,44,easy,low,3,4
563,3,4,165,BDF,0.53,34,41,49,F,49,easy,high,3,1
564,3,4,166,DEF,1.444,38,46,46,F,46,hard,high,3,5
565,3,4,167,BDF,0.662,35,44,55,F,55,easy,high,3,3
566,3,4,168,ABC,0.603,28,38,45,C,45,hard,low,3,2
567,3,4,169,ACE,1.218,27,42,52,E,52,easy,low,3,4
568,3,4,170,DEF,0.751,43,43,47,F,47,hard,high,3,2
569,3,4,171,ABC,0.685,22,29,32,C,32,hard,low,3,2
570,3,4,172,BDF,0.578,31,37,48,F,48,easy,high,3,2
571,3,4,173,DEF,1.246,37,46,46,F,46,hard,high,3,4
572,3,4,174,ACE,1.043,36,41,38,E,38,easy,low,3,4
573,3,4,175,BDF,0.886,34,40,49,F,49,easy,high,3,5
574,3,4,176,DEF,0.588,47,42,41,F,41,hard,high,3,1
575,3,4,177,ABC,0.826,30,35,41,C,41,hard,low,3,4
576,3,4,178,BDF,0.592,30,42,49,F,49,easy,high,3,2
577,3,4,179,ACE,1.273,35,36,47,E,47,easy,low,3,5
578,3,4,180,ABC,0.992,32,33,39,C,39,hard,low,3,5
579,3,4,181,DEF,1.176,45,40,54,E,40,hard,high,2,4
580,3,4,182,BDF,0.71,46,44,53,F,53,easy,high,3,3
581,3,4,183,ABC,0.582,34,35,36,C,36,hard,low,3,2
582,3,4,184,DEF,1.122,42,46,45,F,45,hard,high,3,4
583,3,4,185,BDF,0.723,35,41,45,F,45,easy,high,3,4
584,3,4,186,DEF,1.234,34,48,53,F,53,hard,high,3,4
585,3,4,187,ABC,0.686,31,34,38,C,38,hard,low,3,2
586,3,4,188,BDF,0.539,31,39,48,F,48,easy,high,3,1
587,3,4,189,ACE,0.853,32,34,49,E,49,easy,low,3,3
588,3,4,190,ABC,0.996,33,41,36,C,36,hard,low,3,5
589,3,4,191,BDF,0.643,30,30,52,F,52,easy,high,3,3
590,3,4,192,ABC,0.596,29,32,41,C,41,hard,low,3,2
591,3,4,193,BDF,0.47,29,40,59,F,59,easy,high,3,1
592,3,4,194,ABC,0.771,18,22,44,C,44,hard,low,3,3
593,3,4,195,BDF,0.586,37,46,51,F,51,easy,high,3,2
594,3,4,196,DEF,1.224,46,43,48,F,48,hard,high,3,4
595,3,4,197,ABC,0.54,32,33,37,C,37,hard,low,3,1
596,3,4,198,BDF,0.755,37,35,49,F,49,easy,high,3,4
597,3,4,199,ABC,0.521,26,31,32,C,32,hard,low,3,1
598,3,4,200,BDF,0.784,32,43,50,F,50,easy,high,3,4
599,4,4,1,BDF,0.958,28,44,53,D,44,easy,high,2,4
600,4,4,2,ACE,1.192,33,33,51,E,51,easy,low,3,5
601,4,4,3,ABC,0.786,26,30,37,A,26,hard,low,1,2
602,4,4,4,ACE,0.806,29,34,56,E,56,easy,low,3,3
603,4,4,5,DEF,0.944,41,44,49,E,44,hard,high,2,4
604,4,4,6,ABC,1.244,24,31,40,B,31,hard,low,2,4
605,4,4,7,ACE,1.167,24,35,42,E,42,easy,low,3,4
606,4,4,8,DEF,0.563,41,47,56,E,47,hard,high,2,1
607,4,4,9,ABC,1.416,30,36,37,C,37,hard,low,3,4
608,4,4,10,BDF,1.411,38,44,44,D,44,easy,high,2,5
609,4,4,11,DEF,0.819,40,42,38,E,42,hard,high,2,3
610,4,4,12,ABC,1.9,31,37,40,B,37,hard,low,2,5
611,4,4,13,BDF,0.806,34,38,46,D,38,easy,high,2,3
612,4,4,14,DEF,0.717,36,49,56,D,36,hard,high,1,2
613,4,4,15,ACE,0.571,31,35,42,E,42,easy,low,3,1
614,4,4,16,BDF,1.131,36,33,49,D,33,easy,high,2,5
615,4,4,17,ABC,1.384,31,32,39,C,39,hard,low,3,4
616,4,4,18,ACE,0.739,39,42,53,E,53,easy,low,3,2
617,4,4,19,DEF,0.604,47,39,54,E,39,hard,high,2,2
618,4,4,20,ABC,1.224,28,40,45,B,40,hard,low,2,3
619,4,4,21,ACE,1.133,31,38,55,E,55,easy,low,3,4
620,4,4,22,BDF,1.162,40,36,43,F,43,easy,high,3,5
621,4,4,23,ACE,0.849,40,32,46,C,32,easy,low,2,3
622,4,4,24,ABC,0.837,29,38,39,C,39,hard,low,3,2
623,4,4,25,DEF,0.778,34,47,53,E,47,hard,high,2,2
624,4,4,26,ABC,1.109,27,38,41,C,41,hard,low,3,3
625,4,4,27,BDF,1.073,43,45,54,F,54,easy,high,3,4
626,4,4,28,ACE,0.78,23,40,41,E,41,easy,low,3,2
627,4,4,29,ABC,1.267,31,34,30,C,30,hard,low,3,4
628,4,4,30,ACE,0.663,35,39,40,E,40,easy,low,3,2
629,4,4,31,BDF,0.687,37,38,56,F,56,easy,high,3,3
630,4,4,32,DEF,0.74,40,42,52,E,42,hard,high,2,2
631,4,4,33,ABC,1.484,28,29,34,C,34,hard,low,3,5
632,4,4,34,DEF,0.762,37,46,48,F,48,hard,high,3,2
633,4,4,35,ABC,0.905,24,30,36,C,36,hard,low,3,2
634,4,4,36,DEF,1.409,37,50,42,F,42,hard,high,3,5
635,4,4,37,ACE,0.755,33,43,52,E,52,easy,low,3,2
636,4,4,38,BDF,0.889,32,50,59,F,59,easy,high,3,4
637,4,4,39,ABC,1.098,25,33,33,C,33,hard,low,3,3
638,4,4,40,ACE,0.87,22,36,41,E,41,easy,low,3,3
639,4,4,41,DEF,0.989,48,39,50,F,50,hard,high,3,4
640,4,4,42,BDF,0.619,34,47,45,F,45,easy,high,3,2
641,4,4,43,ACE,0.799,36,33,50,E,50,easy,low,3,2
642,4,4,44,ABC,1.199,25,25,39,C,39,hard,low,3,3
643,4,4,45,BDF,1.307,35,42,55,D,42,easy,high,2,5
644,4,4,46,DEF,0.851,44,47,47,E,47,hard,high,2,3
645,4,4,47,ABC,1.087,32,38,44,A,32,hard,low,1,2
646,4,4,48,ACE,0.643,31,35,49,E,49,easy,low,3,1
647,4,4,49,ABC,1.307,31,35,31,C,31,hard,low,3,4
648,4,4,50,BDF,0.638,27,40,44,F,44,easy,high,3,2
649,4,4,51,DEF,0.795,36,52,47,D,36,hard,high,1,3
650,4,4,52,ABC,0.921,27,33,42,A,27,hard,low,1,2
651,4,4,53,BDF,0.893,36,40,57,F,57,easy,high,3,4
652,4,4,54,ACE,0.945,38,36,48,E,48,easy,low,3,3
653,4,4,55,BDF,0.87,41,37,46,F,46,easy,high,3,4
654,4,4,56,ABC,1.824,22,46,41,B,46,hard,low,2,5
655,4,4,57,ACE,1.785,25,43,45,E,45,easy,low,3,6
656,4,4,58,BDF,0.65,39,30,56,F,56,easy,high,3,2
657,4,4,59,ABC,1.101,28,32,34,B,32,hard,low,2,3
658,4,4,60,ACE,0.567,34,37,46,E,46,easy,low,3,1
659,4,4,61,BDF,0.782,37,37,50,F,50,easy,high,3,3
660,4,4,62,ABC,1.582,35,34,42,C,42,hard,low,3,5
661,4,4,63,BDF,0.75,31,39,44,F,44,easy,high,3,3
662,4,4,64,ABC,1.421,30,31,30,C,30,hard,low,3,4
663,4,4,65,DEF,0.984,49,44,49,F,49,hard,high,3,4
664,4,4,66,BDF,0.606,33,41,40,F,40,easy,high,3,2
665,4,4,67,ABC,1.007,33,40,31,C,31,hard,low,3,2
666,4,4,68,DEF,0.911,40,46,52,F,52,hard,high,3,3
667,4,4,69,ABC,1.334,32,30,45,C,45,hard,low,3,4
668,4,4,70,DEF,1.567,47,48,42,F,42,hard,high,3,6
669,4,4,71,BDF,0.684,29,46,41,F,41,easy,high,3,2
670,4,4,72,DEF,0.977,43,48,43,E,48,hard,high,2,4
671,4,4,73,ABC,1.942,36,22,45,C,45,hard,low,3,6
672,4,4,74,BDF,0.607,26,35,52,F,52,easy,high,3,2
673,4,4,75,ABC,1.164,26,31,32,C,32,hard,low,3,3
674,4,4,76,ACE,1.629,28,32,53,C,32,easy,low,2,5
675,4,4,77,ABC,1.343,21,38,36,C,36,hard,low,3,4
676,4,4,78,ACE,1.378,30,34,52,E,52,easy,low,3,5
677,4,4,79,BDF,1.447,31,42,52,F,52,easy,high,3,6
678,4,4,80,DEF,0.773,52,49,46,F,46,hard,high,3,2
679,4,4,81,ACE,1.022,30,26,54,E,54,easy,low,3,3
680,4,4,82,DEF,1.604,43,51,48,F,48,hard,high,3,6
681,4,4,83,ACE,1.147,20,37,40,E,40,easy,low,3,4
682,4,4,84,DEF,1.478,44,50,54,F,54,hard,high,3,6
683,4,4,85,ACE,1.656,26,39,41,E,41,easy,low,3,6
684,4,4,86,BDF,0.844,43,33,58,F,58,easy,high,3,3
685,4,4,87,DEF,1.231,45,50,47,F,47,hard,high,3,5
686,4,4,88,ACE,0.781,32,44,50,E,50,easy,low,3,2
687,4,4,89,ABC,1.125,34,33,44,C,44,hard,low,3,3
688,4,4,90,ACE,0.767,38,37,46,E,46,easy,low,3,2
689,4,4,91,DEF,0.918,39,45,54,F,54,hard,high,3,3
690,4,4,92,ACE,1.701,33,38,46,E,46,easy,low,3,6
691,4,4,93,BDF,0.976,33,46,49,F,49,easy,high,3,4
692,4,4,94,ABC,1.14,34,35,37,C,37,hard,low,3,3
693,4,4,95,BDF,1.447,26,42,60,F,60,easy,high,3,6
694,4,4,96,ACE,1.938,29,41,42,E,42,easy,low,3,6
695,4,4,97,ABC,1.111,29,36,36,C,36,hard,low,3,3
696,4,4,98,DEF,1.743,38,49,51,F,51,hard,high,3,6
697,4,4,99,BDF,1.665,31,39,43,F,43,easy,high,3,6
698,4,4,100,ACE,1.184,33,39,43,C,39,easy,low,2,4
699,4,4,101,BDF,1.165,37,43,46,F,46,easy,high,3,5
700,4,4,102,ACE,0.671,34,38,44,E,44,easy,low,3,2
701,4,4,103,BDF,1.116,34,39,55,F,55,easy,high,3,5
702,4,4,104,ACE,2.17,29,40,44,E,44,easy,low,3,6
703,4,4,105,DEF,1.173,44,37,52,F,52,hard,high,3,5
704,4,4,106,ACE,2.113,35,36,43,E,43,easy,low,3,6
705,4,4,107,BDF,1.496,32,39,49,F,49,easy,high,3,6
706,4,4,108,DEF,1.13,48,48,51,F,51,hard,high,3,5
707,4,4,109,ABC,1.97,32,28,37,C,37,hard,low,3,6
708,4,4,110,ACE,1.163,21,36,47,E,47,easy,low,3,4
709,4,4,111,DEF,1.152,51,46,46,F,46,hard,high,3,5
710,4,4,112,ABC,1.962,34,39,41,C,41,hard,low,3,6
711,4,4,113,ACE,1.154,37,44,43,E,43,easy,low,3,4
712,4,4,114,DEF,1.426,45,42,59,F,59,hard,high,3,6
713,4,4,115,ACE,1.497,24,37,49,E,49,easy,low,3,5
714,4,4,116,BDF,1.702,39,43,45,F,45,easy,high,3,6
715,4,4,117,DEF,1.32,50,45,49,E,45,hard,high,2,5
716,4,4,118,ACE,1.076,29,28,55,E,55,easy,low,3,3
717,4,4,119,BDF,1.064,39,32,57,F,57,easy,high,3,4
718,4,4,120,ABC,1.011,29,24,40,C,40,hard,low,3,2
719,4,4,121,DEF,0.785,49,44,48,F,48,hard,high,3,3
720,4,4,122,ABC,1.548,27,34,33,B,34,hard,low,2,5
721,4,4,123,BDF,0.779,27,46,48,F,48,easy,high,3,3
722,4,4,124,ACE,0.657,33,31,34,E,34,easy,low,3,2
723,4,4,125,DEF,0.908,34,49,45,F,45,hard,high,3,3
724,4,4,126,BDF,0.865,30,48,55,F,55,easy,high,3,4
725,4,4,127,ACE,1.173,18,35,48,E,48,easy,low,3,4
726,4,4,128,DEF,1.217,42,38,58,F,58,hard,high,3,5
727,4,4,129,ABC,1.1,27,32,39,C,39,hard,low,3,3
728,4,4,130,ACE,1.081,32,41,51,E,51,easy,low,3,4
729,4,4,131,ABC,0.963,37,39,43,C,43,hard,low,3,2
730,4,4,132,DEF,1.256,42,53,51,F,51,hard,high,3,5
731,4,4,133,ACE,1.257,28,40,39,E,39,easy,low,3,5
732,4,4,134,BDF,0.886,42,45,48,F,48,easy,high,3,4
733,4,4,135,ABC,2.166,36,33,35,C,35,hard,low,3,6
734,4,4,136,ACE,1.153,23,29,41,E,41,easy,low,3,4
735,4,4,137,DEF,1.172,48,41,53,E,41,hard,high,2,5
736,4,4,138,ABC,1.342,29,29,34,C,34,hard,low,3,4
737,4,4,139,ACE,0.884,30,38,58,E,58,easy,low,3,3
738,4,4,140,BDF,2.607,38,41,49,F,49,easy,high,3,6
739,4,4,141,ABC,1.799,28,36,42,C,42,hard,low,3,5
740,4,4,142,BDF,0.638,31,39,54,F,54,easy,high,3,2
741,4,4,143,DEF,0.665,35,43,52,F,52,hard,high,3,2
742,4,4,144,BDF,1.149,37,43,46,F,46,easy,high,3,5
743,4,4,145,ACE,1.104,39,34,50,E,50,easy,low,3,4
744,4,4,146,DEF,1.064,46,47,47,F,47,hard,high,3,4
745,4,4,147,ACE,0.856,33,47,45,E,45,easy,low,3,3
746,4,4,148,ABC,1.057,30,35,38,C,38,hard,low,3,2
747,4,4,149,DEF,0.97,43,47,62,E,47,hard,high,2,4
748,4,4,150,ACE,1.337,36,48,40,E,40,easy,low,3,5
749,4,4,151,BDF,1.114,30,40,47,F,47,easy,high,3,5
750,4,4,152,DEF,0.871,37,47,50,E,47,hard,high,2,3
751,4,4,153,ABC,1.506,25,41,32,B,41,hard,low,2,5
752,4,4,154,DEF,1.172,43,48,55,F,55,hard,high,3,5
753,4,4,155,ABC,1.545,27,40,38,C,38,hard,low,3,5
754,4,4,156,BDF,0.544,37,45,48,F,48,easy,high,3,1
755,4,4,157,ABC,1.65,26,41,35,C,35,hard,low,3,5
756,4,4,158,DEF,0.94,42,54,52,F,52,hard,high,3,3
757,4,4,159,ACE,1.198,35,42,43,E,43,easy,low,3,5
758,4,4,160,BDF,0.893,33,38,53,F,53,easy,high,3,4
759,4,4,161,ACE,0.952,30,39,51,E,51,easy,low,3,3
760,4,4,162,DEF,0.94,38,43,44,F,44,hard,high,3,3
761,4,4,163,BDF,0.747,35,41,49,F,49,easy,high,3,3
762,4,4,164,ACE,1.61,28,35,45,E,45,easy,low,3,5
763,4,4,165,ABC,2.048,23,34,29,C,29,hard,low,3,6
764,4,4,166,BDF,1.338,29,41,45,F,45,easy,high,3,5
765,4,4,167,ABC,1.553,32,34,38,C,38,hard,low,3,5
766,4,4,168,DEF,0.969,38,45,50,F,50,hard,high,3,4
767,4,4,169,ABC,1.437,34,27,50,C,50,hard,low,3,5
768,4,4,170,DEF,1.471,36,37,51,F,51,hard,high,3,6
769,4,4,171,ABC,0.94,35,28,46,C,46,hard,low,3,2
770,4,4,172,DEF,1.104,47,43,47,F,47,hard,high,3,5
771,4,4,173,BDF,0.794,37,46,51,F,51,easy,high,3,3
772,4,4,174,ABC,1.19,37,36,40,C,40,hard,low,3,3
773,4,4,175,BDF,1.236,36,46,41,F,41,easy,high,3,5
774,4,4,176,DEF,0.803,44,51,50,F,50,hard,high,3,3
775,4,4,177,ABC,1.912,27,25,33,C,33,hard,low,3,6
776,4,4,178,DEF,0.997,43,36,55,F,55,hard,high,3,4
777,4,4,179,BDF,0.851,42,42,53,F,53,easy,high,3,4
778,4,4,180,ABC,1.419,26,32,43,C,43,hard,low,3,4
779,4,4,181,ACE,1.644,26,42,44,E,44,easy,low,3,5
780,4,4,182,BDF,0.645,35,45,50,F,50,easy,high,3,2
781,4,4,183,ACE,1.275,32,47,38,E,38,easy,low,3,5
782,4,4,184,BDF,1.544,35,39,54,F,54,easy,high,3,6
783,4,4,185,ABC,1.06,30,33,41,C,41,hard,low,3,2
784,4,4,186,DEF,1.316,51,44,53,F,53,hard,high,3,5
785,4,4,187,ACE,0.901,42,38,45,E,45,easy,low,3,3
786,4,4,188,BDF,1.047,28,54,51,F,51,easy,high,3,4
787,4,4,189,DEF,0.713,42,47,45,F,45,hard,high,3,2
788,4,4,190,ABC,0.708,31,44,46,C,46,hard,low,3,1
789,4,4,191,DEF,0.685,47,48,48,E,48,hard,high,2,2
790,4,4,192,BDF,0.775,29,45,50,F,50,easy,high,3,3
791,4,4,193,DEF,0.727,41,45,47,F,47,hard,high,3,2
792,4,4,194,BDF,0.769,32,44,51,F,51,easy,high,3,3
793,4,4,195,ACE,1.522,25,41,52,E,52,easy,low,3,5
